,city,hotel_name,people_number,days_number,price,staff,amenities,cleanliness,comfort,value_for_money,location,free_wifi,average_opinion
6008,Toruń,"Apartament 511, 80m2",7,7,5748.0,9.3,9.3,9.2,9.4,9.2,9.6,9.2,9.2
6009,Toruń,APARTAMENT CENTRUM - PREMIUM,7,7,5698.0,9.6,9.2,9.3,8.7,8.8,9.2,,8.9
6010,Toruń,Apartament Kościuszko,7,7,5750.0,9.5,8.8,8.8,9.0,9.1,9.1,8.6,8.6
6011,Toruń,"Perfect Stay - ""Apartamenty Horzyca""",7,7,4620.0,8.8,7.8,8.2,8.2,8.2,9.7,7.4,8.1
6012,Toruń,AtHome Toruń Apartamenty,7,7,3568.0,9.7,9.4,9.7,9.5,9.5,10.0,9.6,9.5
6013,Toruń,Apartamenty Kopernika 14,7,7,6533.0,9.8,9.6,9.8,9.8,9.6,9.9,9.0,9.7
6014,Toruń,Pensjonat 12 Łazienna 30,7,7,4015.0,9.0,8.4,8.9,8.5,8.8,9.7,8.7,8.5
6015,Toruń,Gościniec Silver,7,7,3451.0,8.7,7.4,7.8,7.4,8.0,7.8,,7.5
6016,Toruń,Hostel Imbir,7,7,2808.0,9.0,7.9,8.4,8.0,8.5,9.7,8.3,8.2
6017,Toruń,Łazienna Suite No 9,7,7,3401.0,8.0,7.3,7.3,7.5,7.5,9.2,6.0,7.5
6018,Toruń,Apartamenty toruńskie pod Krzywą Wieżą,7,7,3760.0,9.4,9.0,9.1,9.0,9.2,9.8,9.1,9.1
6019,Toruń,Hotel i Camping Tramp,7,7,3640.0,8.9,7.7,8.0,7.7,8.4,9.1,6.4,8.1
6020,Toruń,Noclegi ZŁOTA RYBKA,7,7,3240.0,9.1,8.4,9.0,8.5,8.9,8.3,8.7,8.5
6021,Toruń,TOP Garden Aparthotel,7,7,4292.0,8.9,9.0,9.2,9.0,8.8,9.0,9.2,9.0
6022,Toruń,J&J Apartments Łazienna 30 Pensjonat 10,7,7,4034.0,8.9,8.5,8.9,8.4,8.7,9.8,8.8,8.4
6023,Toruń,Green Hostel,7,7,3598.0,8.9,7.7,8.0,7.7,8.4,9.7,9.0,8.0
6024,Toruń,Apartamenty ZOFIJÓWKA,7,7,4219.0,9.2,9.1,9.3,9.0,8.9,9.3,10.0,9.1
6025,Toruń,Piernikowe Apartamenty,7,7,5246.0,9.3,9.1,9.5,9.2,8.9,9.9,9.0,9.2
6026,Toruń,Hotel - Apartamenty Heban,7,7,5925.0,9.1,8.6,8.8,8.8,8.7,9.8,9.2,8.8
6027,Toruń,"Planetarium - Stare Miasto, Parking Free",7,7,3209.0,9.2,8.6,9.0,8.5,8.7,9.8,9.3,8.7
6028,Toruń,Hotel Polonia,7,7,5040.0,8.8,7.5,8.2,7.8,8.0,9.6,8.4,7.9
6029,Toruń,Apartamenty Mieszczańskie u Gołębiewskich,7,7,4858.0,9.3,8.6,9.3,9.0,8.9,9.7,8.3,8.8
6030,Toruń,Nad jeziorem Nagus w Toruniu,7,14,10480.0,9.6,9.4,9.0,9.2,8.9,8.5,,9.2
6031,Toruń,NEST Starówka Toruń,7,14,6172.0,9.9,9.3,9.7,9.6,9.6,9.9,10.0,9.6
6032,Toruń,Apartament Kościuszko,7,14,11501.0,9.5,8.8,8.8,9.0,9.1,9.1,8.6,8.6
6033,Toruń,APARTAMENT CENTRUM - PREMIUM,7,14,11396.0,9.6,9.2,9.3,8.7,8.8,9.2,,8.9
6034,Toruń,"Perfect Stay - ""Apartamenty Horzyca""",7,14,9789.0,8.8,7.8,8.2,8.2,8.2,9.7,7.4,8.1
6035,Toruń,Łazienna Suite No 9,7,14,6003.0,8.0,7.3,7.3,7.5,7.5,9.2,6.0,7.5
6036,Toruń,Pensjonat 12 Łazienna 30,7,14,7616.0,9.0,8.4,8.9,8.5,8.8,9.7,8.7,8.5
6037,Toruń,Hostel Imbir,7,14,5616.0,9.0,7.9,8.4,8.0,8.5,9.7,8.3,8.2
6038,Toruń,Noclegi ZŁOTA RYBKA,7,14,6480.0,9.1,8.4,9.0,8.5,8.9,8.3,8.7,8.5
6039,Toruń,Hotel i Camping Tramp,7,14,7280.0,8.9,7.7,8.0,7.7,8.4,9.1,6.4,8.1
6040,Toruń,TOP Garden Aparthotel,7,14,8077.0,8.9,9.0,9.2,9.0,8.8,9.0,9.2,9.0
6041,Toruń,Green Hostel,7,14,7196.0,8.9,7.7,8.0,7.7,8.4,9.7,9.0,8.0
6042,Toruń,Apartamenty ZOFIJÓWKA,7,14,7613.0,9.2,9.1,9.3,9.0,8.9,9.3,10.0,9.1
6043,Toruń,Hotel - Apartamenty Heban,7,14,12016.0,9.1,8.6,8.8,8.8,8.7,9.8,9.2,8.8
6044,Toruń,"Planetarium - Stare Miasto, Parking Free",7,14,6418.0,9.2,8.6,9.0,8.5,8.7,9.8,9.3,8.7
6045,Toruń,Hotel Polonia,7,14,10140.0,8.8,7.5,8.2,7.8,8.0,9.6,8.4,7.9
6046,Toruń,Apartamenty Świętego Jakuba,7,14,11615.0,9.7,9.4,9.7,9.6,9.3,9.8,9.2,9.5
6047,Toruń,Zakątek Św. Jakuba,7,14,8033.0,8.8,8.2,8.6,7.6,8.3,9.6,9.2,8.0
6048,Toruń,Apartamenty Street31,7,14,13124.0,9.6,9.4,9.2,9.3,9.0,9.8,8.9,9.2
6049,Toruń,Apartamenty Nova 22,7,14,10696.0,9.2,8.7,9.3,9.1,8.6,9.8,8.9,9.0
6050,Toruń,Prosta 17 Suite,7,14,7698.0,8.5,7.8,7.6,7.9,8.0,9.7,6.9,7.8
6051,Toruń,Romeo&Julia,7,14,6300.0,8.3,6.3,6.6,6.1,6.9,6.8,7.0,6.1
6052,Toruń,Apartamenty Mieszczańskie u Gołębiewskich,7,14,9856.0,9.3,8.6,9.3,9.0,8.9,9.7,8.3,8.8
6053,Toruń,Hotel Przystanek Torun,7,14,13545.0,9.3,8.4,8.8,8.3,8.5,8.5,8.2,8.5
6054,Toruń,Apartamenty Katarzynki,7,14,8991.0,9.3,9.2,9.0,9.2,9.2,9.5,8.8,9.2
6055,Warszawa,Falcon Apartment Center 2 Metro Rondo ONZ,1,1,303.0,9.8,9.8,10.0,9.8,9.8,10.0,9.7,9.8
6056,Warszawa,Apartament Airport Chopin Klobucka,1,1,285.0,3.8,3.8,3.8,3.8,3.8,7.5,,2.3
6057,Warszawa,MirrorRoom PL Airport,1,1,216.0,7.4,7.0,7.1,6.9,7.2,8.0,7.9,6.8
6058,Warszawa,Stylish and spacious by Cooee Apartments,1,1,395.0,9.6,9.4,9.5,9.4,9.4,9.7,8.8,9.3
6059,Warszawa,oompH Warsaw Modern Apartment near Nowy Świat,1,1,459.0,9.2,8.3,8.6,8.6,8.4,9.5,9.2,8.2
6060,Warszawa,Kapsuły Bello ApartHostel,1,1,112.0,8.3,7.9,8.5,8.0,8.3,9.5,8.8,7.9
6061,Warszawa,a&o Warsaw Wola,1,1,68.0,9.1,8.5,8.9,8.7,8.8,8.8,8.7,8.6
6062,Warszawa,Barceló Warsaw Powiśle,1,1,419.0,8.8,9.0,9.3,9.3,8.6,9.5,9.0,8.8
6063,Warszawa,Hotel Sante,1,1,376.0,8.9,9.0,9.3,9.3,8.5,8.3,7.3,8.8
6064,Warszawa,404 Rooms Wilanowska,1,1,114.0,8.5,7.6,8.3,8.0,8.0,8.0,7.7,7.7
6065,Warszawa,Hampton by Hilton Warsaw City Centre,1,1,300.0,9.0,8.7,9.1,9.0,8.6,9.5,8.7,8.7
6066,Warszawa,Premiere Classe Varsovie/Warszawa,1,1,199.0,8.3,6.8,7.5,7.0,7.1,8.8,7.7,7.0
6067,Warszawa,Four Points by Sheraton Warsaw Mokotow,1,1,350.0,9.3,9.2,9.6,9.5,9.1,8.7,9.0,9.2
6068,Warszawa,AYCON APARTMENTS - MODERN SPACE,1,1,224.0,8.5,8.4,8.6,8.4,8.4,8.4,9.3,8.4
6069,Warszawa,LYM Apartments - Modern Space,1,1,257.0,9.2,9.2,9.1,9.0,9.2,9.2,8.9,8.8
6070,Warszawa,Kolejowa ApartHotel,1,1,365.0,9.0,8.7,8.9,8.8,8.5,9.0,9.0,8.6
6071,Warszawa,Apart Lofts Car Factory by WarsawResidence Group,1,1,185.0,8.2,7.7,7.8,7.7,7.8,7.9,8.5,7.7
6072,Warszawa,B&B Hotel Warszawa-Okęcie,1,1,239.0,8.8,8.2,8.5,8.4,8.3,8.6,8.8,8.3
6073,Warszawa,SleepWell Apartments Nowy Świat,1,1,300.0,9.1,8.8,9.2,9.1,8.6,9.6,9.2,8.9
6074,Warszawa,Hampton by Hilton Warsaw Airport,1,1,370.0,9.1,8.8,9.2,9.1,8.6,9.1,9.1,8.7
6075,Warszawa,Novotel Warszawa Centrum,1,1,390.0,9.1,8.6,8.9,8.8,8.4,9.6,8.6,8.7
6076,Warszawa,Airport Hotel Okęcie,1,1,349.0,9.3,9.2,9.4,9.4,8.9,9.3,9.1,9.1
6077,Warszawa,"InterContinental Warszawa, an IHG Hotel",1,1,625.0,9.2,9.2,9.4,9.5,8.6,9.7,9.1,9.1
6078,Warszawa,Campanile Varsovie / Warszawa,1,1,249.0,8.7,7.8,8.0,7.8,7.7,9.0,7.7,7.8
6079,Warszawa,Kamienica no 111a,1,1,244.0,9.2,9.2,9.4,9.3,9.1,8.6,,9.1
6080,Warszawa,Movo Old Town Apartments,2,1,239.0,9.2,9.0,9.5,9.4,9.2,9.8,9.3,9.2
6081,Warszawa,Apartament Airport Chopin Klobucka,2,1,285.0,3.8,3.8,3.8,3.8,3.8,7.5,,2.3
6082,Warszawa,MirrorRoom PL Airport,2,1,432.0,7.4,7.0,7.1,6.9,7.2,8.0,7.9,6.8
6083,Warszawa,Hampton by Hilton Warsaw City Centre,2,1,300.0,9.0,8.7,9.1,9.0,8.6,9.5,8.7,8.7
6084,Warszawa,AYCON APARTMENTS - MODERN SPACE,2,1,224.0,8.5,8.4,8.6,8.4,8.4,8.4,9.3,8.4
6085,Warszawa,a&o Warsaw Wola,2,1,208.0,9.1,8.5,8.9,8.7,8.8,8.8,8.7,8.6
6086,Warszawa,"InterContinental Warszawa, an IHG Hotel",2,1,625.0,9.2,9.2,9.4,9.5,8.6,9.7,9.1,9.1
6087,Warszawa,Hotel Sante,2,1,386.0,8.9,9.0,9.3,9.3,8.5,8.3,7.3,8.8
6088,Warszawa,SleepWell Apartments Nowy Świat,2,1,270.0,9.1,8.8,9.2,9.1,8.6,9.6,9.2,8.9
6089,Warszawa,404 Rooms Wilanowska,2,1,153.0,8.5,7.6,8.3,8.0,8.0,8.0,7.7,7.7
6090,Warszawa,SleepWell Boutique Apartments,2,1,263.0,9.3,9.3,9.5,9.5,9.1,9.8,8.6,9.3
6091,Warszawa,Barceló Warsaw Powiśle,2,1,559.0,8.8,9.0,9.3,9.3,8.6,9.5,9.0,8.8
6092,Warszawa,B&B Hotel Warszawa-Okęcie,2,1,249.0,8.8,8.2,8.5,8.4,8.3,8.6,8.8,8.3
6093,Warszawa,"Holiday Inn Express - Warsaw - The HUB, an IHG Hotel",2,1,424.0,9.5,9.3,9.6,9.5,9.1,9.4,8.9,9.3
6094,Warszawa,Novotel Warszawa Centrum,2,1,390.0,9.1,8.6,8.9,8.8,8.4,9.6,8.6,8.7
6095,Warszawa,Kamienica no 111a,2,1,237.0,9.2,9.2,9.4,9.3,9.1,8.6,,9.1
6096,Warszawa,Hotel Gromada Warszawa Centrum,2,1,265.0,8.6,8.0,8.5,8.2,8.1,9.4,8.5,8.2
6097,Warszawa,Campanile Varsovie / Warszawa,2,1,251.0,8.7,7.8,8.0,7.8,7.7,9.0,7.7,7.8
6098,Warszawa,DoubleTree by Hilton Hotel & Conference Centre Warsaw,2,1,355.0,8.9,9.1,9.2,9.2,8.6,8.2,8.5,8.9
6099,Warszawa,Airport Hotel Okęcie,2,1,349.0,9.3,9.2,9.4,9.4,8.9,9.3,9.1,9.1
6100,Warszawa,Four Points by Sheraton Warsaw Mokotow,2,1,350.0,9.3,9.2,9.6,9.5,9.1,8.7,9.0,9.2
6101,Warszawa,"Holiday Inn Express Warsaw - Mokotow, an IHG Hotel",2,1,328.0,9.3,9.1,9.5,9.3,9.0,8.6,9.1,9.1
6102,Warszawa,Warsaw Modern Stay Apartamenty Kasprzaka 29,2,1,360.0,8.9,8.7,8.8,8.5,8.7,9.0,10.0,8.6
6103,Warszawa,Exclusive Apartments Smolna,2,1,247.0,8.9,8.4,8.8,8.6,8.5,9.5,8.2,8.4
6104,Warszawa,Wola Luxury Stay,2,1,320.0,9.2,9.1,9.3,9.3,9.1,9.5,9.9,9.1
6105,Warszawa,Platinum Hotel&Residence Wilanów,2,1,294.0,8.3,7.8,8.0,7.9,7.8,8.3,8.3,7.8
6106,Warszawa,Barceló Warsaw Powiśle,2,2,839.0,8.8,9.0,9.3,9.3,8.6,9.5,9.0,8.8
6107,Warszawa,MirrorRoom PL Airport,2,2,594.0,7.4,7.0,7.1,6.9,7.2,8.0,7.9,6.8
6108,Warszawa,Warsaw Wola Apartments near Nocny Market by Renters,2,2,691.0,9.3,9.4,9.0,9.5,8.8,9.1,7.5,9.3
6109,Warszawa,Warsaw Apartments Bliska Wola,2,2,583.0,8.1,8.2,8.5,8.4,8.4,8.6,8.5,8.1
6110,Warszawa,P&O Serviced Apartments MORDOR,2,2,711.0,7.9,7.9,7.4,7.7,7.7,8.4,8.1,7.7
6111,Warszawa,PALACE 2 WiFi 600 Mbs 55’TV Netflix HBO 2xMetro AppleTV,2,2,678.0,8.4,8.4,8.4,8.8,8.4,9.3,,8.1
6112,Warszawa,Hampton by Hilton Warsaw City Centre,2,2,655.0,9.0,8.7,9.1,9.0,8.6,9.5,8.7,8.7
6113,Warszawa,a&o Warsaw Wola,2,2,395.0,9.1,8.5,8.9,8.7,8.8,8.8,8.7,8.6
6114,Warszawa,Sleep4you Apartamenty Centrum,2,2,740.0,8.7,8.3,8.6,8.5,8.3,9.6,9.1,8.3
6115,Warszawa,"InterContinental Warszawa, an IHG Hotel",2,2,1396.0,9.2,9.2,9.4,9.5,8.6,9.7,9.1,9.1
6116,Warszawa,Hotel Sante,2,2,772.0,8.9,9.0,9.3,9.3,8.5,8.3,7.3,8.8
6117,Warszawa,"Holiday Inn Express - Warsaw - The HUB, an IHG Hotel",2,2,849.0,9.5,9.3,9.6,9.5,9.1,9.4,8.9,9.3
6118,Warszawa,Novotel Warszawa Centrum,2,2,790.0,9.1,8.6,8.9,8.8,8.4,9.6,8.6,8.7
6119,Warszawa,ClickTheFlat Tamka Street Apart Rooms,2,2,260.0,8.4,7.7,7.7,7.7,8.0,9.4,9.2,7.7
6120,Warszawa,Premiere Classe Varsovie/Warszawa,2,2,398.0,8.3,6.8,7.5,7.0,7.1,8.8,7.7,7.0
6121,Warszawa,Hotel Gromada Warszawa Centrum,2,2,610.0,8.6,8.0,8.5,8.2,8.1,9.4,8.5,8.2
6122,Warszawa,Kolejowa ApartHotel,2,2,663.0,9.0,8.7,8.9,8.8,8.5,9.0,9.0,8.6
6123,Warszawa,Campanile Varsovie / Warszawa,2,2,498.0,8.7,7.8,8.0,7.8,7.7,9.0,7.7,7.8
6124,Warszawa,Warsaw Apartments - Luxury Top-view Aparthotel,2,2,476.0,7.9,8.2,8.0,8.2,8.1,8.2,8.9,8.0
6125,Warszawa,Wola Luxury Stay,2,2,666.0,9.2,9.1,9.3,9.3,9.1,9.5,9.9,9.1
6126,Warszawa,Platinum Towers Central Apartments,2,2,681.0,8.7,8.4,8.4,8.4,8.1,9.3,9.0,8.3
6127,Warszawa,Four Points by Sheraton Warsaw Mokotow,2,2,680.0,9.3,9.2,9.6,9.5,9.1,8.7,9.0,9.2
6128,Warszawa,Golden Tulip Warsaw Centre,2,2,738.0,9.2,9.0,9.4,9.3,8.8,9.0,8.2,9.0
6129,Warszawa,SleepWell Boutique Apartments,2,2,632.0,9.3,9.3,9.5,9.5,9.1,9.8,8.6,9.3
6130,Warszawa,Barceló Warsaw Powiśle,2,7,2898.0,8.8,9.0,9.3,9.3,8.6,9.5,9.0,8.8
6131,Warszawa,Apartamenty Media Park,2,7,1568.0,8.9,8.6,8.6,8.7,8.6,8.6,8.6,8.6
6132,Warszawa,Superior Metro! Parking! Fast Wi-Fi! Reception24h,2,7,1590.0,7.5,7.5,8.8,6.3,7.5,8.8,,9.0
6133,Warszawa,Marmo Apartments,2,7,1876.0,9.3,9.4,9.5,9.4,9.2,9.1,9.2,9.3
6134,Warszawa,Aparthotel Mokotów Business Center by Renters,2,7,1429.0,8.5,8.5,8.5,8.5,7.5,8.0,,7.8
6135,Warszawa,Metro Bielany Apartments with Parking by Renters,2,7,1340.0,8.6,8.8,8.8,8.9,8.4,8.7,9.6,8.7
6136,Warszawa,SuperApart Wilanów MiniStudio,2,7,1160.0,8.4,8.0,8.0,8.0,8.1,8.4,7.8,8.1
6137,Warszawa,PiotrApartments,2,7,1548.0,8.9,8.1,8.3,8.1,8.2,9.2,8.7,8.2
6138,Warszawa,Hampton by Hilton Warsaw City Centre,2,7,2515.0,9.0,8.7,9.1,9.0,8.6,9.5,8.7,8.7
6139,Warszawa,SuperApart Powstańców Śląskich 61 ROOMS,2,7,723.0,7.8,7.2,8.2,7.5,6.9,7.8,,6.9
6140,Warszawa,"InterContinental Warszawa, an IHG Hotel",2,7,4931.0,9.2,9.2,9.4,9.5,8.6,9.7,9.1,9.1
6141,Warszawa,RentPlanet - Apartamenty Wolska,2,7,1286.0,7.9,7.9,8.1,8.0,7.8,8.3,8.4,7.8
6142,Warszawa,Apartments 24h,2,7,1805.0,9.4,9.1,9.1,9.1,9.1,8.6,9.6,9.2
6143,Warszawa,Apartments Warsaw Pawia by Renters,2,7,1820.0,8.5,8.7,8.8,8.7,8.4,9.0,9.3,8.6
6144,Warszawa,Apartments Varsovia Kasprzaka by Renters,2,7,1533.0,7.9,8.2,8.4,8.2,7.9,8.3,8.5,8.0
6145,Warszawa,Hotel Sante,2,7,2702.0,8.9,9.0,9.3,9.3,8.5,8.3,7.3,8.8
6146,Warszawa,Home Factory Estate Praga Kotsisa by Renters,2,7,1764.0,8.5,9.0,9.0,8.8,8.2,8.2,9.2,8.7
6147,Warszawa,ClickTheFlat Tamka Street Apart Rooms,2,7,1084.0,8.4,7.7,7.7,7.7,8.0,9.4,9.2,7.7
6148,Warszawa,Business Center Apartments Warsaw Wola by Renters,2,7,1810.0,8.6,8.6,8.8,8.8,8.4,9.1,10.0,8.6
6149,Warszawa,Business Apartments Kasprzaka with Parking by Renters,2,7,1693.0,8.1,8.7,8.6,8.8,8.4,8.7,10.0,8.4
6150,Warszawa,Warsaw Apartments - Apartamenty Wilanów,2,7,1061.0,8.7,8.5,8.7,8.7,8.7,8.2,8.1,8.6
6151,Warszawa,Apartment with View of the National Stadium by Renters,2,7,1664.0,9.2,7.9,8.3,8.3,8.8,9.2,,8.7
6152,Warszawa,Wola Luxury Stay,2,7,2228.0,9.2,9.1,9.3,9.3,9.1,9.5,9.9,9.1
6153,Warszawa,Novotel Warszawa Centrum,2,7,2760.0,9.1,8.6,8.9,8.8,8.4,9.6,8.6,8.7
6154,Warszawa,Barceló Warsaw Powiśle,2,14,5796.0,8.8,9.0,9.3,9.3,8.6,9.5,9.0,8.8
6155,Warszawa,"Crowne Plaza - Warsaw - The HUB, an IHG Hotel",2,14,8639.0,9.5,9.5,9.7,9.7,9.2,9.4,9.2,9.4
6156,Warszawa,Apartamenty Media Park,2,14,2992.0,8.9,8.6,8.6,8.7,8.6,8.6,8.6,8.6
6157,Warszawa,Aparthotel Mokotów Business Center by Renters,2,14,2692.0,8.5,8.5,8.5,8.5,7.5,8.0,,7.8
6158,Warszawa,Hostel Metro,2,14,1820.0,7.5,5.4,5.7,5.6,6.2,6.4,6.1,5.4
6159,Warszawa,SuperApart Powstańców Śląskich 61 ROOMS,2,14,1475.0,7.8,7.2,8.2,7.5,6.9,7.8,,6.9
6160,Warszawa,Warsaw Apartments - Apartamenty Wilanów,2,14,2133.0,8.7,8.5,8.7,8.7,8.7,8.2,8.1,8.6
6161,Warszawa,Warsaw Concierge Warszawa Zachodnia,2,14,3142.0,9.2,9.2,8.3,9.2,9.2,7.5,,10.0
6162,Warszawa,Apartments Warsaw Giełdowa 4 by Renters,2,14,3404.0,8.3,8.6,8.5,8.8,8.2,9.3,8.9,8.0
6163,Warszawa,Golden Apartments Ursynów by Renters,2,14,3269.0,8.2,8.4,8.7,8.5,7.8,8.1,5.0,9.3
6164,Warszawa,Warsaw Kotsisa Apartments with Parking by Renters,2,14,3394.0,8.8,9.0,8.8,9.1,8.8,8.2,,8.6
6165,Warszawa,Apartments Business Center Wola Ordona by Renters,2,14,2667.0,8.6,8.5,7.9,8.5,8.1,8.7,9.2,8.0
6166,Warszawa,Good Wolska Residence,2,14,2921.0,8.8,7.9,8.2,8.5,8.6,9.0,10.0,8.2
6167,Warszawa,Metro Marymont Apartment Włościańska by Renters,2,14,3217.0,8.2,8.7,9.0,9.0,8.4,9.1,5.0,8.8
6168,Warszawa,spokojny sen,2,14,2394.0,8.3,7.5,8.3,8.3,8.3,8.3,,8.6
6169,Warszawa,Apartment Warsaw Business Center by Renters,2,14,3382.0,9.1,8.6,9.2,9.1,8.8,9.3,8.8,8.0
6170,Warszawa,L26 Apartamenty,2,14,2579.0,10.0,8.3,9.2,8.3,10.0,9.2,,9.0
6171,Warszawa,"Warsaw Prestige Suites - Two-Level Loft, 72m2, 1000Mbs Internet, Parking, Gym - by Rentujemy",7,1,663.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0
6172,Warszawa,Exclusive Apartments Smolna,7,1,596.0,8.9,8.4,8.8,8.6,8.5,9.5,8.2,8.4
6173,Warszawa,Center Warsaw - Apartmenty Jana Pawła II,7,1,745.0,8.3,7.7,7.8,7.6,7.6,8.8,8.8,7.4
6174,Warszawa,Plac Narutowicza Two-Level Apartment,7,1,607.0,8.6,8.5,8.5,8.8,8.5,9.2,,8.5
6175,Warszawa,Beautiful and charming apartment in the heart of the Old Town,7,1,803.0,9.2,8.3,7.9,8.1,8.6,9.9,9.5,8.4
6176,Warszawa,Apartamenty Arkadia by VisitWarsaw Apartments,7,1,540.0,9.0,8.7,9.0,8.7,8.6,9.1,10.0,8.7
6177,Warszawa,Apartament przy Atrium okolice stacji metra Rondo ONZ,7,1,684.0,9.8,9.8,9.8,10.0,9.8,9.6,,9.8
6178,Warszawa,Warsaw City Family Premium,7,1,395.0,9.5,9.0,9.5,8.5,9.5,7.5,,9.0
6179,Warszawa,Jess Hotel & Spa Warsaw Old Town,7,1,1250.0,8.8,8.3,8.5,8.5,8.3,9.7,8.5,8.3
6180,Warszawa,Apartments/Old Town/Św4/10,7,1,526.0,7.3,6.5,6.7,6.9,6.8,9.1,,6.2
6181,Warszawa,Warsaw Concierge Kinowa Gardens,7,1,759.0,8.6,8.3,8.1,8.6,8.3,8.7,8.1,8.4
6182,Warszawa,Safestay Warsaw Old Town,7,1,494.0,9.3,8.9,9.0,8.9,9.2,9.8,9.2,8.9
6183,Warszawa,EXCLUSIVE 3BR! Apartment IN CITY CENTER +NETFLIX!,7,1,804.0,9.8,9.2,9.6,9.5,9.4,10.0,7.5,9.6
6184,Warszawa,The Good Apartment Powiśle 3 bedrooms,7,1,700.0,9.6,8.6,9.2,8.7,9.2,9.9,7.5,8.9
6185,Warszawa,MG Apartments Giełdowa,7,1,1000.0,8.5,8.3,8.2,8.3,8.0,9.0,8.3,8.3
6186,Warszawa,Los Vilanos Apartment,7,1,1128.0,8.4,8.4,8.6,8.6,8.3,9.0,8.8,8.6
6187,Warszawa,Warsaw Concierge Powiśle,7,1,809.0,9.0,8.5,8.8,7.7,7.9,9.6,,8.0
6188,Warszawa,Labo Apartment Wola,7,1,808.0,8.5,8.3,8.1,8.1,8.2,8.7,9.4,8.1
6189,Warszawa,MG Apartments Siedmiogrodzka,7,1,900.0,8.8,8.4,8.1,8.4,7.9,9.0,10.0,8.4
6190,Warszawa,Zaciszne pokoje,7,1,280.0,7.5,5.8,6.5,6.0,6.5,8.0,2.5,5.7
6191,Warszawa,Apartament Melomanów,7,1,870.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.9
6192,Warszawa,a&o Warsaw Wola,7,1,474.0,9.1,8.5,8.9,8.7,8.8,8.8,8.7,10.0
6193,Warszawa,SuperApart Marszałkowska 19,7,2,1395.0,8.6,7.8,8.2,7.8,8.0,9.4,8.8,8.0
6194,Warszawa,23rd Floor 3BR Apt with Views of Warsaw,7,2,1175.0,9.2,9.6,9.4,9.6,9.4,9.9,8.8,9.4
6195,Warszawa,City Center Aparthotel Chmielna by Renters,7,2,1144.0,8.1,8.5,8.8,8.8,8.5,9.6,9.7,8.4
6196,Warszawa,Stylowe poddasze,7,2,708.0,9.4,9.2,9.1,8.9,9.3,9.2,8.8,9.2
6197,Warszawa,Enjoy! Ursus,7,2,644.0,9.0,9.2,9.2,9.2,9.1,8.5,8.9,9.0
6198,Warszawa,Wola Park Lovely Apartment - near Metro,7,2,1098.0,8.2,8.6,8.3,8.5,8.5,8.1,,8.2
6199,Warszawa,Exclusive Apartments Smolna,7,2,1097.0,8.9,8.4,8.8,8.6,8.5,9.5,8.2,8.4
6200,Warszawa,Kopernika Śródmieście Apartment,7,2,1176.0,7.9,7.6,7.8,7.7,7.4,9.3,,7.3
6201,Warszawa,Center Warsaw - Apartmenty Jana Pawła II,7,2,1371.0,8.3,7.7,7.8,7.6,7.6,8.8,8.8,7.4
6202,Warszawa,Beautiful and charming apartment in the heart of the Old Town,7,2,1182.0,9.2,8.3,7.9,8.1,8.6,9.9,9.5,8.4
6203,Warszawa,SuperApart Bobrowiecka 11,7,2,782.0,8.1,8.5,8.4,8.5,8.2,8.7,,8.6
6204,Warszawa,Deja Vu Hostel,7,2,545.0,8.5,7.9,8.2,7.9,8.4,9.6,8.5,8.1
6205,Warszawa,Apartamenty Arkadia by VisitWarsaw Apartments,7,2,1080.0,9.0,8.7,9.0,8.7,8.6,9.1,10.0,8.7
6206,Warszawa,Chill Apartments Jana Kazimierza,7,2,578.0,8.7,8.6,8.6,8.6,8.5,8.7,8.6,8.6
6207,Warszawa,Apartament przy Atrium okolice stacji metra Rondo ONZ,7,2,1259.0,9.8,9.8,9.8,10.0,9.8,9.6,,9.8
6208,Warszawa,JessApart – Ochota Apartments,7,2,1217.0,9.3,9.0,9.1,9.1,8.9,9.0,7.8,9.0
6209,Warszawa,The Good Apartment Powiśle 3 bedrooms,7,2,1036.0,9.6,8.6,9.2,8.7,9.2,9.9,7.5,8.9
6210,Warszawa,Center Warsaw- Apartamenty Smolna,7,2,911.0,8.5,8.3,8.2,8.0,8.4,9.3,8.8,8.1
6211,Warszawa,Chill Apartments Ursynów,7,2,661.0,8.8,8.6,8.6,8.7,8.7,8.7,8.6,8.6
6212,Warszawa,Golden Apartments Warsaw - Huge Comfortable 4 Bedrooms Apartment - Old Town - Freta,7,2,1240.0,8.1,7.2,7.5,7.5,6.9,10.0,,10.0
6213,Warszawa,Perfect location two bedrooms with balkony,7,2,1749.0,9.4,8.6,8.1,8.5,8.7,9.5,8.5,7.4
6214,Warszawa,Chill Apartments Fieldorfa,7,2,628.0,7.3,7.5,7.3,7.7,7.5,7.9,9.0,8.6
6215,Warszawa,Apartamenty Metro Wileńska - Apartamenty Kłopotowskiego,7,2,771.0,8.7,7.6,7.9,7.8,8.3,9.0,8.8,7.2
6216,Warszawa,SuperApart Marszałkowska 19,7,7,4145.0,8.6,7.8,8.2,7.8,8.0,9.4,8.8,8.0
6217,Warszawa,Apartments Warsaw Wyspowa by Renters,7,7,3039.0,8.1,7.7,8.2,8.2,7.7,9.0,9.2,8.0
